id;"""building""";"""addr_stree""";"""addr_hou_1""";число_жителей
4080;yes;;;14
4081;yes;;;8
4082;yes;;;17
4083;yes;;;11
4084;yes;;;2
4085;yes;;;22
4086;yes;;;9
4087;yes;;;5
4088;yes;;;23
4089;yes;;;27
4090;yes;;;20
4091;yes;;;0
4092;yes;;;25
4093;yes;;;15
4094;yes;;;29
4095;yes;;;16
4096;yes;;;11
4097;yes;;;24
4098;yes;;;3
4099;yes;;;0
4100;yes;;;4
4101;yes;;;19
4102;yes;;;30
4103;yes;;;12
4104;yes;;;30
4105;yes;;;24
4106;yes;;;10
4107;yes;;;23
4108;yes;;;2
4109;yes;;;27
4110;yes;;;6
4111;yes;;;9
4112;yes;;;26
4113;yes;;;25
4114;yes;;;11
4115;yes;;;24
4116;yes;;;28
4117;yes;;;16
4118;yes;;;15
4119;yes;;;4
4120;yes;;;10
4121;yes;;;21
4122;yes;;;12
4123;yes;;;16
4124;yes;;;22
4125;yes;;;26
4126;yes;;;27
4127;yes;;;29
4128;yes;;;4
4129;yes;;;17
4130;yes;;;30
4131;yes;;;26
4132;yes;;;18
4133;yes;;;11
4134;yes;;;0
4135;yes;;;28
4136;yes;;;21
4137;yes;;;5
4138;yes;;;10
4139;yes;;;1
4140;yes;;;15
4141;yes;;;20
4142;yes;;;23
4143;yes;;;11
4144;yes;;;30
4145;yes;;;26
4146;yes;;;5
4147;yes;;;25
4148;yes;;;6
4149;yes;;;11
4150;yes;;;25
4151;yes;;;29
4152;yes;;;28
4153;yes;;;6
4154;yes;;;23
4155;yes;;;6
4156;yes;;;11
4157;yes;;;14
4158;yes;;;24
4159;yes;;;20
4160;yes;;;11
4161;yes;;;14
4162;yes;;;25
4163;yes;;;13
4164;yes;;;16
4165;yes;;;0
4166;yes;;;27
4167;yes;;;9
4168;yes;;;14
4169;yes;;;20
4170;yes;;;1
4171;yes;;;26
4172;yes;;;2
4173;yes;;;15
4174;yes;;;27
4175;yes;;;14
4176;yes;;;7
4177;yes;;;9
4178;yes;;;28
4179;yes;;;1
4180;yes;;;29
4181;yes;;;24
4182;yes;;;2
4183;yes;;;11
4184;yes;;;25
4185;yes;;;15
4186;yes;;;16
4187;yes;;;8
4188;yes;;;27
4189;yes;;;2
4190;yes;;;5
4191;yes;;;14
4192;yes;;;20
4193;yes;;;1
4194;yes;;;12
4195;yes;;;21
4196;yes;;;18
4197;yes;;;13
4198;yes;;;14
4199;yes;;;16
4200;yes;;;28
4201;yes;;;6
4202;yes;;;17
4203;yes;;;5
4204;yes;;;12
4205;yes;;;1
4206;yes;;;9
4207;yes;;;0
4208;yes;;;24
4209;yes;;;19
4210;yes;;;3
4211;yes;;;17
4212;yes;;;19
4213;yes;;;23
4214;yes;;;11
4215;yes;;;4
4216;yes;;;26
4217;yes;;;25
4218;yes;;;3
4219;yes;;;2
4220;yes;;;24
4221;yes;;;29
4222;yes;;;30
4223;yes;;;21
4224;yes;;;15
4225;yes;;;4
4226;yes;;;8
4227;yes;;;15
4228;yes;;;7
4229;yes;;;7
4230;yes;;;4
4231;yes;;;4
4232;yes;;;17
4233;yes;;;20
4234;yes;;;6
4235;yes;;;14
4236;yes;;;20
4237;yes;;;28
4238;yes;;;21
4239;yes;;;19
4240;yes;;;5
4241;yes;;;29
4242;yes;;;8
4243;yes;;;7
4244;yes;;;8
4245;yes;;;5
4246;yes;;;24
4247;yes;;;24
4248;yes;;;12
4249;yes;;;4
4250;yes;;;0
4251;yes;;;28
4252;yes;;;21
4253;yes;;;7
4254;yes;;;6
4255;yes;;;30
4256;yes;;;7
4257;yes;;;1
4258;yes;;;28
4259;yes;;;4
4260;yes;;;12
4261;yes;;;9
4262;yes;;;25
4263;yes;;;24
4264;yes;;;18
4265;yes;;;23
4266;yes;;;12
4267;yes;;;27
4268;yes;;;1
4269;yes;;;2
4270;yes;;;26
4271;yes;;;10
4272;yes;;;13
4273;yes;;;20
4274;yes;;;14
4275;yes;;;29
4276;yes;;;22
4277;yes;;;25
4278;yes;;;12
4279;yes;;;20
4280;yes;;;1
4281;yes;;;22
4282;yes;;;29
4283;yes;;;23
4284;yes;;;2
4285;yes;;;17
4286;yes;;;5
4287;yes;;;0
4288;yes;;;17
4289;yes;;;29
4290;yes;;;15
4291;yes;;;13
4292;yes;;;29
4293;yes;;;23
4294;yes;;;29
4295;yes;;;22
4296;yes;;;10
4297;yes;;;12
4298;yes;;;18
4299;yes;;;23
4300;yes;;;1
4301;yes;;;7
4302;yes;;;12
4303;yes;;;24
4304;yes;;;14
4305;yes;;;10
4306;yes;;;19
4307;yes;;;30
4308;yes;;;17
4309;yes;;;26
4310;yes;;;13
4311;yes;;;13
4312;yes;;;21
4313;yes;;;7
4314;yes;;;5
4315;yes;;;28
4316;yes;;;18
4317;yes;;;22
4318;yes;;;26
4319;yes;;;7
4320;yes;;;8
4321;yes;;;19
4322;yes;;;2
4323;yes;;;0
4324;yes;;;21
4325;yes;;;15
4326;yes;;;0
4327;yes;;;4
4328;yes;;;8
4329;yes;;;10
4330;yes;;;12
4331;yes;;;6
4332;yes;;;6
4333;yes;;;12
4334;yes;;;4
4335;yes;;;1
4336;yes;;;28
4337;yes;;;20
4338;yes;;;7
4339;yes;;;16
4340;yes;;;23
4341;yes;;;28
4342;yes;;;17
4343;yes;;;16
4344;yes;;;3
4345;yes;;;8
4346;yes;;;25
4347;yes;;;15
4348;yes;;;4
4349;yes;;;12
4350;yes;;;7
4351;yes;;;27
4352;yes;;;14
4353;yes;;;6
4354;yes;;;5
4355;yes;;;9
4356;yes;;;20
4357;yes;;;11
4358;yes;;;18
4359;yes;;;21
4360;yes;;;7
4361;yes;;;18
4362;yes;;;19
4363;yes;;;9
4364;yes;;;18
4365;yes;;;27
4366;yes;;;9
4367;yes;;;27
4368;yes;;;11
4369;yes;;;25
4370;yes;;;14
4371;yes;;;6
4372;yes;;;2
4373;yes;;;10
4374;yes;;;22
4375;yes;;;26
4376;yes;;;14
4377;yes;;;23
4378;yes;;;9
4379;yes;;;28
4380;yes;;;8
4381;yes;;;8
4382;yes;;;16
4383;yes;;;18
4384;yes;;;2
4385;yes;;;23
4386;yes;;;26
4387;yes;;;23
4388;yes;;;14
4389;yes;;;19
4390;yes;;;3
4391;yes;;;3
4392;yes;;;1
4393;yes;;;11
4394;yes;;;10
4395;yes;;;2
4396;yes;;;0
4397;yes;;;24
4398;yes;;;15
4399;yes;;;20
4400;yes;;;13
4401;yes;;;24
4402;yes;;;22
4403;yes;;;5
4404;yes;;;20
4405;yes;;;7
4406;yes;;;12
4407;yes;;;3
4408;yes;;;7
4409;yes;;;12
4410;yes;;;17
4411;yes;;;21
4412;yes;;;13
4413;yes;;;13
4414;yes;;;22
4415;yes;;;7
4416;yes;;;6
4417;yes;;;21
4418;yes;;;27
4419;yes;;;13
4420;yes;;;11
4421;yes;;;17
4422;yes;;;22
4423;yes;;;0
4424;yes;;;11
4425;yes;;;12
4426;yes;;;15
4427;yes;;;17
4428;yes;;;24
4429;yes;;;11
4430;yes;;;17
4431;yes;;;13
4432;yes;;;23
4433;yes;;;5
4434;yes;;;16
4435;yes;;;19
4436;yes;;;16
4437;yes;;;19
4438;yes;;;12
4439;yes;;;2
4440;yes;;;14
4441;yes;;;16
4442;yes;;;10
4443;yes;;;12
4444;yes;;;22
4445;yes;;;7
4446;yes;;;25
4447;yes;;;25
4448;yes;;;13
4449;yes;;;16
4450;yes;;;20
4451;yes;;;3
4452;yes;;;10
4453;yes;;;3
4454;yes;;;18
4455;yes;;;21
4456;yes;;;10
4457;yes;;;7
4458;yes;;;6
4459;yes;;;5
4460;yes;;;24
4461;yes;;;8
4462;yes;;;23
4463;yes;;;2
4464;yes;;;6
4465;yes;;;23
4466;yes;;;27
4467;yes;;;14
4468;yes;;;3
4469;yes;;;5
4470;yes;;;30
4471;yes;;;9
4472;yes;;;24
4473;yes;;;21
4474;yes;;;2
4475;yes;;;26
4476;yes;;;25
4477;yes;;;3
4478;yes;;;2
4479;yes;;;24
4480;yes;;;4
4481;yes;;;15
4482;yes;;;12
4483;yes;;;3
4484;yes;;;28
4485;yes;;;20
4486;yes;;;18
4487;yes;;;4
4488;yes;;;22
4489;yes;;;8
4490;yes;;;11
4491;yes;;;9
4492;yes;;;5
4493;yes;;;16
4494;yes;;;29
4495;yes;;;22
4496;yes;;;23
4497;yes;;;20
4498;yes;;;14
4499;yes;;;3
4500;yes;;;28
4501;yes;;;29
4502;yes;;;12
4503;yes;;;29
4504;yes;;;29
4505;yes;;;19
4506;yes;;;19
4507;yes;;;3
4508;yes;;;22
4509;yes;;;4
4510;yes;;;1
4511;yes;;;16
4512;yes;;;13
4513;yes;;;2
4514;yes;;;23
4515;yes;;;19
4516;yes;;;25
4517;yes;;;9
4518;yes;;;21
4519;yes;;;3
4520;yes;;;22
4521;yes;;;14
4522;yes;;;24
4523;yes;;;20
4524;yes;;;30
4525;yes;;;25
4526;yes;;;12
4527;yes;;;7
4528;yes;;;29
4529;yes;;;19
4530;yes;;;17
4531;yes;;;16
4532;yes;;;26
4533;yes;;;12
4534;yes;;;10
4535;yes;;;7
4536;yes;;;15
4537;yes;;;28
4538;yes;;;27
4539;yes;;;18
4540;yes;;;16
4541;yes;;;16
4542;yes;;;26
4543;yes;;;1
4544;yes;;;18
4545;yes;;;10
4546;yes;;;26
4547;yes;;;6
4548;yes;;;24
4549;yes;;;7
4550;yes;;;15
4551;yes;;;24
4552;yes;;;6
4553;yes;;;10
4554;yes;;;7
4555;yes;;;3
4556;yes;;;10
4557;yes;;;22
4558;yes;;;23
4559;yes;;;25
4560;yes;;;15
4561;yes;;;1
4562;yes;;;19
4563;yes;;;22
4564;yes;;;0
4565;yes;;;17
4566;yes;;;17
4567;yes;;;18
4568;yes;;;4
4569;yes;;;17
4570;yes;;;15
4571;yes;;;13
4572;yes;;;29
4573;yes;;;13
4574;yes;;;16
4575;yes;;;18
4576;yes;;;8
4577;yes;;;12
4578;yes;;;8
4579;yes;;;9
4580;yes;;;2
4581;yes;;;22
4582;yes;;;16
4583;yes;;;22
4584;yes;;;17
4585;yes;;;3
4586;yes;;;19
4587;yes;;;30
4588;yes;;;27
4589;yes;;;9
4590;yes;;;23
4591;yes;;;11
4592;yes;;;1
4593;yes;;;15
4594;yes;;;13
4595;yes;;;14
4596;yes;;;23
4597;yes;;;4
4598;yes;;;30
4599;yes;;;26
4600;yes;;;23
4601;yes;;;29
4602;yes;;;11
4603;yes;;;10
4604;yes;;;10
4605;yes;;;0
4606;yes;;;9
4607;yes;;;14
4608;yes;;;6
4609;yes;;;2
4610;yes;;;19
4611;yes;;;5
4612;yes;;;15
4613;yes;;;9
4614;yes;;;20
4615;yes;;;2
4616;yes;;;28
4617;yes;;;27
4618;yes;;;13
4619;yes;;;13
4620;yes;;;19
4621;yes;;;15
4622;yes;;;15
4623;yes;;;2
4624;yes;;;8
4625;yes;;;23
4626;yes;;;17
4627;yes;;;11
4628;yes;;;11
4629;yes;;;17
4630;yes;;;9
4631;yes;;;18
4632;yes;;;6
4633;yes;;;26
4634;yes;;;16
4635;yes;;;12
4636;yes;;;30
4637;yes;;;23
4638;yes;;;26
4639;yes;;;8
4640;yes;;;10
4641;yes;;;8
4642;yes;;;26
4643;yes;;;4
4644;yes;;;21
4645;yes;;;8
4646;yes;;;21
4647;yes;;;16
4648;yes;;;1
4649;yes;;;18
4650;yes;;;18
4651;yes;;;23
4652;yes;;;19
4653;yes;;;28
4654;yes;;;3
4655;yes;;;1
4656;yes;;;22
4657;yes;;;17
4658;yes;;;6
4659;yes;;;28
4660;yes;;;27
4661;yes;;;29
4662;yes;;;6
4663;yes;;;25
4664;yes;;;17
4665;yes;;;19
4666;yes;;;15
4667;yes;;;21
4668;yes;;;30
4669;yes;;;27
4670;yes;;;19
4671;yes;;;11
4672;yes;;;12
4673;yes;;;2
4674;yes;;;26
4675;yes;;;1
4676;yes;;;7
4677;yes;;;29
4678;yes;;;29
4679;yes;;;0
4680;yes;;;15
4681;yes;;;4
4682;yes;;;2
4683;yes;;;11
4684;yes;;;26
4685;yes;;;29
4686;yes;;;2
4687;yes;;;14
4688;yes;;;8
4689;yes;;;7
4690;yes;;;26
4691;yes;;;5
4692;yes;;;13
4693;yes;;;23
4694;yes;;;19
4695;yes;;;19
4696;yes;;;7
4697;yes;;;20
4698;yes;;;5
4699;yes;;;1
4700;yes;;;27
4701;yes;;;13
4702;yes;;;2
4703;yes;;;24
4704;yes;;;4
4705;yes;;;16
4706;yes;;;9
4707;yes;;;28
4708;yes;;;13
4709;yes;;;13
4710;yes;;;7
4711;yes;;;9
4712;yes;;;25
4713;yes;;;10
4714;yes;;;27
4715;yes;;;21
4716;yes;;;26
4717;yes;;;4
4718;yes;;;11
4719;yes;;;6
4720;yes;;;4
4721;yes;;;7
4722;yes;;;7
4723;yes;;;3
4724;yes;;;5
4725;yes;;;2
4726;yes;;;22
4727;yes;;;6
4728;yes;;;1
4729;yes;;;16
4730;yes;;;14
4731;yes;;;6
4732;yes;;;13
4733;yes;;;9
4734;yes;;;25
4735;yes;;;17
4736;yes;;;16
4737;yes;;;28
4738;yes;;;6
4739;yes;;;15
4740;yes;;;0
4741;yes;;;14
4742;yes;;;11
4743;yes;;;24
4744;yes;;;14
4745;yes;;;1
4746;yes;;;11
4747;yes;;;26
4748;yes;;;7
4749;yes;;;2
4750;yes;;;14
4751;yes;;;2
4752;yes;;;4
4753;yes;;;12
4754;yes;;;15
4755;yes;;;17
4756;yes;;;2
4757;yes;;;24
4758;yes;;;26
4759;yes;;;27
4760;yes;;;28
4761;yes;;;1
4762;yes;;;30
4763;yes;;;21
4764;yes;;;8
4765;yes;;;4
4766;yes;;;9
4767;yes;;;17
4768;yes;;;15
4769;yes;;;13
4770;yes;;;14
4771;yes;;;2
4772;yes;;;7
4773;yes;;;1
4774;yes;;;15
4775;yes;;;13
4776;yes;;;10
4777;yes;;;21
4778;yes;;;30
4779;yes;;;3
4780;yes;;;6
4781;yes;;;4
4782;yes;;;13
4783;yes;;;22
4784;yes;;;3
4785;yes;;;25
4786;yes;;;0
4787;yes;;;17
4788;yes;;;12
4789;yes;;;4
4790;yes;;;2
4791;yes;;;11
4792;yes;;;8
4793;yes;;;9
4794;yes;;;18
4795;yes;;;28
4796;yes;;;13
4797;yes;;;25
4798;yes;;;27
4799;yes;;;23
4800;yes;;;11
4801;yes;;;13
4802;yes;;;15
4803;yes;;;5
4804;yes;;;18
4805;yes;;;7
4806;yes;;;26
4807;yes;;;26
4808;yes;;;17
4809;yes;;;5
4810;yes;;;11
4811;yes;;;17
4812;yes;;;28
4813;yes;;;2
4814;yes;;;29
4815;yes;;;22
4816;yes;;;30
4817;yes;;;7
4818;yes;;;2
4819;yes;;;17
4820;yes;;;7
4821;yes;;;28
4822;yes;;;3
4823;yes;;;20
4824;yes;;;9
4825;yes;;;28
4826;yes;;;4
4827;yes;;;8
4828;yes;;;2
4829;yes;;;0
4830;yes;;;13
4831;yes;;;13
4832;yes;;;29
4833;yes;;;4
4834;yes;;;24
4835;yes;;;23
4836;yes;;;17
4837;yes;;;28
4838;yes;;;11
4839;yes;;;15
4840;yes;;;26
4841;yes;;;20
4842;yes;;;4
4843;yes;;;9
4844;yes;;;13
4845;yes;;;30
4846;yes;;;17
4847;yes;;;0
4848;yes;;;9
4849;yes;;;6
4850;yes;;;0
4851;yes;;;9
4852;yes;;;25
4853;yes;;;15
4854;yes;;;1
4855;yes;;;12
4856;yes;;;9
4857;yes;;;2
4858;yes;;;7
4859;yes;;;30
4860;yes;;;5
4861;yes;;;7
4862;yes;;;24
4863;yes;;;8
4864;yes;;;13
4865;yes;;;3
4866;yes;;;5
4867;yes;;;4
4868;yes;;;15
4869;yes;;;13
4870;yes;;;3
4871;yes;;;30
4872;yes;;;14
4873;yes;;;21
4874;yes;;;21
4875;yes;;;11
4876;yes;;;25
4877;yes;;;9
4878;yes;;;8
4879;yes;;;23
4880;yes;;;27
4881;yes;;;27
4882;yes;;;9
4883;yes;;;25
4884;yes;;;23
4885;yes;;;9
4886;yes;;;28
4887;yes;;;8
4888;yes;;;16
4889;yes;;;8
4890;yes;;;17
4891;yes;;;26
4892;yes;;;21
4893;yes;;;9
4894;yes;;;24
4895;yes;;;15
4896;yes;;;16
4897;yes;;;15
4898;yes;;;4
4899;yes;;;7
4900;yes;;;12
4901;yes;;;25
4902;yes;;;28
4903;yes;;;8
4904;yes;;;26
4905;yes;;;21
4906;yes;;;28
4907;yes;;;18
4908;yes;;;25
4909;yes;;;3
4910;yes;;;13
4911;yes;;;29
4912;yes;;;1
4913;yes;;;8
4914;yes;;;30
4915;yes;;;20
4916;yes;;;13
4917;yes;;;4
4918;yes;;;18
4919;yes;;;28
4920;yes;;;3
4921;yes;;;8
4922;yes;;;30
4923;yes;;;11
4924;yes;;;28
4925;yes;;;10
4926;yes;;;18
4927;yes;;;29
4928;yes;;;14
4929;yes;;;9
4930;yes;;;29
4931;yes;;;5
4932;yes;;;10
4933;yes;;;24
4934;yes;;;26
4935;yes;;;11
4936;yes;;;11
4937;yes;;;12
4938;yes;;;12
4939;yes;;;14
4940;yes;;;30
4941;yes;;;28
4942;yes;;;17
4943;yes;;;26
4944;yes;;;24
4945;yes;;;3
4946;yes;;;30
4947;yes;;;29
4948;yes;;;29
4949;yes;;;28
4950;yes;;;25
4951;yes;;;2
4952;yes;;;4
4953;yes;;;11
4954;yes;;;10
4955;yes;;;29
4956;yes;;;9
4957;yes;;;26
4958;yes;;;14
4959;yes;;;12
4960;yes;;;0
4961;yes;;;1
4962;yes;;;2
4963;yes;;;17
4964;yes;;;1
4965;yes;;;0
4966;yes;;;29
4967;yes;;;7
4968;yes;;;23
4969;yes;;;11
4970;yes;;;0
4971;yes;;;23
4972;yes;;;27
4973;yes;;;13
4974;yes;;;8
4975;yes;;;0
4976;yes;;;23
4977;yes;;;15
4978;yes;;;6
4979;yes;;;24
4980;yes;;;3
4981;yes;;;9
4982;yes;;;19
4983;yes;;;28
4984;yes;;;20
4985;yes;;;15
4986;yes;;;29
4987;yes;;;24
4988;yes;;;1
4989;yes;;;19
4990;yes;;;1
4991;yes;;;8
4992;yes;;;28
4993;yes;;;5
4994;yes;;;8
4995;yes;;;18
4996;yes;;;3
4997;yes;;;0
4998;yes;;;6
4999;yes;;;28
5000;yes;;;13
5001;yes;;;25
5002;yes;;;25
5003;yes;;;9
5004;yes;;;9
5005;yes;;;9
5006;yes;;;18
5007;yes;;;3
5008;yes;;;14
5009;yes;;;22
5010;yes;;;15
5011;yes;;;3
5012;yes;;;0
5013;yes;;;4
5014;yes;;;0
5015;yes;;;17
5016;house;;;7
5017;yes;;;28
5018;yes;;;3
5019;yes;;;7
5020;yes;;;20
5021;yes;;;24
5022;yes;;;27
5023;yes;;;5
5024;yes;;;15
5025;yes;;;10
5026;yes;;;17
5027;yes;;;28
5028;yes;;;23
5029;yes;;;3
5030;yes;;;2
5031;yes;;;7
5032;yes;;;30
5033;yes;;;5
5034;yes;;;18
5035;yes;;;1
5036;yes;;;4
5037;yes;;;28
5038;yes;;;8
5039;yes;;;29
5040;yes;;;14
5041;yes;;;21
5042;yes;;;6
5043;yes;;;5
5044;yes;;;20
5045;yes;;;2
5046;yes;;;2
5047;yes;;;19
5048;yes;;;3
5049;yes;;;27
5050;yes;;;17
5051;yes;;;8
5052;yes;;;4
5053;yes;;;30
5054;yes;;;12
5055;yes;;;15
5056;yes;;;1
5057;yes;;;27
5058;yes;;;20
5059;yes;;;6
5060;yes;;;6
5061;yes;;;11
5062;yes;;;3
5063;yes;;;16
5064;yes;;;1
5065;yes;;;29
5066;yes;;;5
5067;yes;;;12
5068;yes;;;16
5069;yes;;;29
5070;yes;;;5
5071;yes;;;19
5072;yes;;;23
5073;yes;;;20
5074;yes;;;9
5075;yes;;;17
5076;yes;;;18
5077;yes;;;9
5078;yes;;;12
5079;yes;;;6
5080;yes;;;10
5081;yes;;;12
5082;yes;;;23
5083;yes;;;16
5084;yes;;;22
5085;yes;;;29
5086;yes;;;4
5087;yes;;;13
5088;yes;;;9
5089;yes;;;26
5090;yes;;;14
5091;yes;;;26
5092;yes;;;2
5093;yes;;;12
5094;yes;;;30
5095;yes;;;9
5096;yes;;;15
5097;yes;;;14
5098;yes;;;28
5099;yes;;;4
5100;yes;;;17
5101;yes;;;22
5102;yes;;;14
5103;yes;;;27
5104;yes;;;6
5105;yes;;;19
5106;yes;;;26
5107;yes;;;28
5108;yes;;;18
5109;yes;;;18
5110;yes;;;1
5111;yes;;;0
5112;yes;;;28
5113;yes;;;28
5114;yes;;;12
5115;yes;;;29
5116;yes;;;18
5117;yes;;;9
5118;yes;;;27
5119;yes;;;26
5120;yes;;;2
5121;yes;;;10
5122;yes;;;0
5123;yes;;;25
5124;yes;;;13
5125;yes;;;15
5126;yes;;;15
5127;yes;;;29
5128;yes;;;24
5129;yes;;;24
5130;yes;;;12
5131;yes;;;16
5132;yes;;;2
5133;yes;;;8
5134;yes;;;10
5135;yes;;;1
5136;yes;;;9
5137;yes;;;6
5138;yes;;;3
5139;yes;;;23
5140;yes;;;2
5141;yes;;;16
5142;yes;;;18
5143;yes;;;1
5144;yes;;;23
5145;yes;;;4
5146;yes;;;30
5147;yes;;;7
5148;yes;;;25
5149;yes;;;8
5150;yes;;;9
5151;yes;;;23
5152;yes;;;13
5153;yes;;;6
5154;yes;;;9
5155;yes;;;7
5156;yes;;;26
5157;yes;;;16
5158;yes;;;20
5159;yes;;;7
5160;yes;;;0
5161;yes;;;23
5162;yes;;;28
5163;yes;;;28
5164;yes;;;25
5165;yes;;;26
5166;yes;;;23
5167;yes;;;13
5168;yes;;;15
5169;yes;;;7
5170;yes;;;15
5171;yes;;;23
5172;yes;;;19
5173;yes;;;8
5174;yes;;;30
5175;yes;;;4
5176;yes;;;16
5177;yes;;;21
5178;yes;;;11
5179;yes;;;0
5180;yes;;;23
5181;yes;;;15
5182;yes;;;20
5183;yes;;;15
5184;yes;;;3
5185;yes;;;29
5186;yes;;;22
5187;yes;;;13
5188;yes;;;20
5189;yes;;;3
5190;yes;;;24
5191;yes;;;10
5192;yes;;;23
5193;yes;;;10
5194;yes;;;1
5195;yes;;;24
5196;yes;;;30
5197;yes;;;30
5198;yes;;;21
5199;yes;;;19
5200;yes;;;20
5201;yes;;;11
5202;yes;;;24
5203;yes;;;12
5204;yes;;;12
5205;yes;;;21
5206;yes;;;16
5207;yes;;;9
5208;yes;;;16
5209;yes;;;21
5210;yes;;;18
5211;yes;;;27
5212;yes;;;6
5213;yes;;;23
5214;yes;;;30
5215;yes;;;29
5216;yes;;;14
5217;yes;;;13
5218;yes;;;16
5219;yes;;;11
5220;yes;;;18
5221;yes;;;30
5222;yes;;;23
5223;yes;;;11
5224;yes;;;3
5225;yes;;;13
5226;yes;;;4
5227;yes;;;20
5228;yes;;;20
5229;yes;;;2
5230;yes;;;11
5231;yes;;;27
5232;yes;;;2
5233;yes;;;3
5234;yes;;;10
5235;yes;;;13
5236;yes;;34;25
5237;yes;;;24
5238;yes;;;3
5239;yes;;;20
5240;yes;;;25
5241;yes;;57;17
5242;yes;;;1
5243;yes;;;27
5244;yes;;;19
5245;yes;;;23
5246;yes;;;15
5247;yes;;;7
5248;yes;;;24
5249;yes;;;13
5250;yes;;;25
5251;yes;;;25
5252;yes;;;2
5253;yes;;;1
5254;yes;;;18
5255;yes;;;7
5256;yes;;;26
5257;yes;;;3
5258;yes;;;9
5259;yes;;;27
5260;yes;;;23
5261;yes;;;6
5262;yes;;;25
5263;yes;;;22
5264;yes;;;28
5265;yes;;;14
5266;yes;;;3
5267;yes;;;7
5268;yes;;;15
5269;yes;;;26
5270;yes;;;24
5271;yes;;;0
5272;yes;;;1
5273;yes;;;9
5274;yes;;;19
5275;yes;;;10
5276;yes;;;3
5277;yes;;;23
5278;yes;;;21
5279;yes;;;27
5280;yes;;;16
5281;yes;;;2
5282;yes;;;9
5283;yes;;;26
5284;yes;;;9
5285;yes;;;16
5286;yes;;;2
5287;yes;;;17
5288;yes;;;20
5289;yes;;;26
5290;yes;;;3
5291;yes;;;26
5292;yes;;54;11
5293;apartments;;;27
5294;yes;;;27
5295;yes;;;21
5296;yes;;;4
5297;yes;;;22
5298;yes;;;4
5299;yes;;;9
5300;yes;;;13
5301;yes;;;20
5302;yes;;;9
5303;yes;;;15
5304;yes;;;15
5305;yes;;;25
5306;yes;;;3
5307;yes;;;7
5308;yes;;;22
5309;yes;;;2
5310;yes;;;13
5311;yes;;;14
5312;yes;;;24
5313;yes;;;0
5314;yes;;;4
5315;yes;;;15
5316;yes;;;15
5317;yes;;;15
5318;yes;;;0
5319;yes;;;13
5320;yes;;;14
5321;yes;;;23
5322;house;;;28
5323;house;;;30
5324;house;;;2
5325;house;;;9
5326;yes;;;11
5327;house;;;7
5328;house;;;9
5329;house;;;19
5330;yes;;;25
5331;residential;;;0
5332;yes;;;6
5333;yes;;;29
5334;yes;;;26
5335;yes;;;27
5336;yes;;;27
5337;yes;;;24
5338;yes;;;12
5339;yes;;;15
5340;yes;;;27
5341;yes;;;27
5342;house;;;4
5343;house;;;4
5344;house;;;7
5345;house;;;19
5346;house;;;22
5347;house;;;30
5348;yes;;;11
5349;yes;;;3
5350;yes;;;24
5351;yes;;;8
5352;yes;;;8
5353;yes;;;9
5354;yes;;;6
5355;yes;;;2
5356;yes;;;5
5357;yes;;;16
5358;yes;;;27
5359;yes;;;18
5360;yes;;;8
5361;yes;;;12
5362;yes;;;5
5363;yes;;;21
5364;yes;;;12
5365;yes;;;7
5366;yes;;;27
5367;yes;;;4
5368;yes;;;4
5369;yes;;;4
5370;yes;;;4
5371;yes;;;20
5372;yes;;;18
5373;yes;;;24
5374;yes;;;4
5375;yes;;;10
5376;yes;;;30
5377;yes;;;25
5378;yes;;;3
5379;yes;;;19
5380;yes;;;29
5381;yes;;;22
5382;yes;;;2
5383;yes;;;6
5384;yes;;;12
5385;yes;;;12
5386;yes;;;21
5387;yes;;;26
5388;yes;;;10
5389;yes;;;26
5390;yes;;;8
5391;yes;;;24
5392;yes;;;14
5393;yes;;;27
5394;yes;;;7
5395;yes;;;15
5396;yes;;;11
5397;yes;;;26
5398;yes;;;19
5399;yes;;;10
5400;yes;;;12
5401;yes;;;30
5402;yes;;;12
5403;yes;;;20
5404;yes;;;28
5405;yes;;;14
5406;yes;;;27
5407;yes;;;15
5408;yes;;;6
5409;yes;;;16
5410;yes;;;15
5411;yes;;;3
5412;yes;;;13
5413;yes;;;7
5414;yes;;;24
5415;yes;;;14
5416;yes;;;29
5417;yes;;;2
5418;yes;;;17
5419;yes;;;17
5420;yes;;;5
5421;yes;;;23
5422;yes;;;18
5423;yes;;;25
5424;yes;;;30
5425;yes;;;18
5426;yes;;;6
5427;yes;;;26
5428;yes;;;24
5429;yes;;;15
5430;yes;;;11
5431;yes;;;21
5432;yes;;;2
5433;yes;;;8
5434;yes;;;4
5435;yes;;;14
5436;yes;;;9
5437;yes;;;19
5438;yes;;;10
5439;yes;;;7
5440;yes;;;22
5441;yes;;;13
5442;yes;;;22
5443;yes;;;27
5444;yes;;;12
5445;yes;;;9
5446;yes;;;2
5447;yes;;;16
5448;yes;;;28
5449;yes;;;11
5450;yes;;;29
5451;yes;;;23
5452;yes;;;1
5453;yes;;;0
5454;yes;;;1
5455;yes;;;26
5456;yes;;;8
5457;yes;;;10
5458;yes;;;1
5459;yes;;;6
5460;yes;;;9
5461;yes;;;10
5462;yes;;;30
5463;yes;;;13
5464;yes;;;29
5465;yes;;;13
5466;yes;;;18
5467;yes;;;21
5468;yes;;;14
5469;yes;;;5
5470;yes;;;30
5471;yes;;;19
5472;yes;;;0
5473;yes;;;22
5474;yes;;;15
5475;yes;;;13
5476;yes;;;13
