id;"""building""";"""addr_stree""";"""addr_hou_1""";официальное_число_жителей;фактическое_число_жителей;выгода
579;house;улица Бекетова;35;20;36;16000
580;house;улица Бекетова;35/2;13;25;12000
581;yes;улица Бекетова;23;19;36;17000
582;yes;улица Бекетова;13;5;23;18000
583;yes;улица Бекетова;15;6;29;23000
584;house;улица Бекетова;35/1;1;34;33000
585;house;улица Бекетова;41;23;25;2000
586;house;улица Бекетова;31;0;13;13000
587;house;улица Бекетова;43;17;19;2000
588;yes;улица Бекетова;25;30;26;-4000
589;house;улица Бекетова;39;11;12;1000
590;house;улица Бекетова;44982;26;25;-1000
591;house;улица Бекетова;87;26;31;5000
592;house;улица Бекетова;67;2;37;35000
593;house;улица Бекетова;74;26;18;-8000
594;house;улица Бекетова;73;26;30;4000
595;house;улица Бекетова;75;12;34;22000
596;house;улица Бекетова;77;9;28;19000
597;house;улица Бекетова;61;10;13;3000
598;house;улица Бекетова;57;8;10;2000
599;house;улица Бекетова;59;18;16;-2000
600;house;улица Бекетова;71/1;18;9;-9000
601;house;улица Бекетова;69;21;34;13000
602;house;улица Бекетова;65А;22;21;-1000
603;house;улица Бекетова;65;6;32;26000
604;house;улица Бекетова;81;8;12;4000
605;house;улица Бекетова;79;27;23;-4000
606;yes;улица Бекетова;26;19;31;12000
607;house;улица Бекетова;44932;7;24;17000
608;yes;улица Бекетова;6;10;31;21000
609;yes;улица Бекетова;3;3;15;12000
610;house;улица Бекетова;44951;17;18;1000
611;house;улица Бекетова;33;12;10;-2000
612;house;улица Бекетова;83;7;27;20000
613;house;улица Бекетова;85;15;20;5000
614;house;улица Бекетова;89;0;16;16000
615;house;улица Бекетова;37;29;31;2000
616;yes;улица Билибина;33;30;16;-14000
617;yes;улица Билибина;35;8;19;11000
618;yes;улица Билибина;26;11;31;20000
619;yes;улица Билибина;28;10;26;16000
620;yes;улица Билибина;19 к3;24;36;12000
621;yes;улица Билибина;1 с1;7;23;16000
622;residential;улица Билибина;42 к2;3;32;29000
623;yes;улица Билибина;1 с2;7;13;6000
624;yes;улица Билибина;33/1;20;12;-8000
625;yes;улица Билибина;39;16;32;16000
626;residential;улица Билибина;42 к3;12;23;11000
627;yes;улица Билибина;22;0;19;19000
628;yes;улица Билибина;19 к2;18;37;19000
629;apartments;улица Билибина;46 к2;25;33;8000
630;residential;улица Билибина;12;28;14;-14000
631;yes;улица Билибина;10Б;10;18;8000
632;yes;улица Билибина;21 к1;12;14;2000
633;apartments;улица Билибина;44;24;21;-3000
634;residential;улица Билибина;42 к1;20;20;0
635;residential;улица Билибина;44938;26;37;11000
636;residential;улица Билибина;46 к4Г;29;12;-17000
637;yes;улица Билибина;50;24;15;-9000
638;apartments;улица Билибина;48 к2;5;12;7000
639;yes;улица Билибина;39 к1;3;18;15000
640;yes;улица Билибина;1А;27;10;-17000
641;yes;улица Билибина;18;15;30;15000
642;yes;улица Билибина;35 к1;20;16;-4000
643;residential;улица Билибина;36 к2;28;34;6000
644;yes;улица Билибина;41;7;19;12000
645;yes;улица Билибина;32;20;9;-11000
646;apartments;улица Билибина;46;29;33;4000
647;residential;улица Билибина;42 к5;19;9;-10000
648;yes;улица Билибина;41/1;29;26;-3000
649;yes;улица Билибина;2/1 к2;16;16;0
650;yes;улица Билибина;31;14;11;-3000
651;yes;улица Билибина;16;23;20;-3000
652;yes;улица Билибина;20;2;28;26000
653;yes;улица Билибина;34;20;23;3000
654;yes;улица Билибина;37 к1;2;17;15000
655;yes;улица Билибина;45;0;24;24000
656;apartments;улица Билибина;48 к1;2;17;15000
657;yes;улица Билибина;1 с3;12;13;1000
658;yes;улица Билибина;31 к1;24;36;12000
659;yes;улица Билибина;30;25;22;-3000
660;residential;улица Билибина;42 к6;19;27;8000
661;yes;улица Билибина;43;24;13;-11000
662;apartments;улица Билибина;46 к5;22;29;7000
663;yes;улица Билибина;43 к1;15;35;20000
664;yes;улица Билибина;24;21;20;-1000
665;yes;улица Билибина;40 к1;28;18;-10000
666;yes;улица Билибина;29;15;25;10000
667;yes;улица Билибина;44928;24;23;-1000
668;apartments;улица Билибина;48;13;17;4000
669;yes;улица Билибина;36;1;29;28000
670;residential;улица Билибина;42 к7;0;32;32000
671;yes;улица Билибина;26 к1;27;16;-11000
672;yes;улица Билибина;27;28;31;3000
673;apartments;улица Билибина;46 к3;28;18;-10000
674;residential;улица Билибина;46 к4;4;32;28000
675;yes;улица Билибина;45 к1;14;32;18000
676;yes;улица Билибина;5;16;32;16000
677;yes;улица Билибина;47;2;35;33000
678;yes;улица Билибина;19 к1;12;14;2000
679;yes;улица Билибина;10А;29;31;2000
680;yes;улица Билибина;47/7;14;23;9000
681;yes;улица Билибина;19 к4А;2;33;31000
682;residential;улица Билибина;36 к3;7;26;19000
683;yes;улица Билибина;6/2а;4;28;24000
684;yes;улица Билибина;6 к1;23;9;-14000
685;yes;улица Билибина;44936;2;16;14000
686;yes;улица Билибина;6;2;26;24000
687;yes;улица Билибина;44951;17;32;15000
688;yes;улица Билибина;42 к5А;10;15;5000
689;yes;улица Билибина;4/8а;4;24;20000
690;yes;улица Билибина;25;0;9;9000
691;yes;улица Билибина;36 к1;3;30;27000
692;house;улица Билибина;43466;28;19;-9000
693;yes;улица Билибина;40 к1;11;11;0
694;yes;улица Билибина;2;19;22;3000
695;yes;улица Билибина;6 к2;28;15;-13000
696;yes;улица Билибина;1;3;32;29000
697;yes;улица Билибина;44927;18;17;-1000
698;yes;улица Билибина;1 к1;4;33;29000
699;yes;улица Билибина;9А;17;10;-7000
700;yes;улица Билибина;2/1 к 1;29;27;-2000
701;yes;улица Билибина;9нс;16;10;-6000
702;yes;улица Билибина;2/2а;22;21;-1000
703;yes;улица Билибина;47/1;12;33;21000
704;residential;улица Билибина;13;13;24;11000
705;yes;улица Билибина;44А;20;34;14000
706;yes;улица Билибина;44949;15;22;7000
707;yes;улица Билибина;32А;23;17;-6000
708;yes;улица Билибина;2/1 к2;7;22;15000
709;yes;улица Билибина;2/1 к1;18;15;-3000
710;yes;улица Билибина;47/7а;26;15;-11000
711;yes;улица Билибина;59;16;16;0
712;yes;улица Билибина;23А;4;13;9000
713;yes;улица Билибина;44953;10;12;2000
714;apartments;улица Билибина;19;23;35;12000
715;yes;улица Билибина;45002;6;21;15000
716;yes;улица Билибина;44974;10;20;10000
717;yes;улица Билибина;44943;9;35;26000
718;yes;улица Билибина;45028;14;33;19000
719;apartments;улица Билибина;45157;26;29;3000
720;apartments;улица Борисовка 1-й квартал;37;19;34;15000
721;apartments;улица Борисовка 1-й квартал;52;29;11;-18000
722;apartments;улица Борисовка 1-й квартал;11;13;11;-2000
723;apartments;улица Борисовка 1-й квартал;55;20;20;0
724;apartments;улица Борисовка 1-й квартал;32;5;14;9000
725;apartments;улица Борисовка 1-й квартал;44933;18;18;0
726;apartments;улица Борисовка 1-й квартал;8;29;35;6000
727;apartments;улица Борисовка 1-й квартал;31;11;16;5000
728;apartments;улица Борисовка 1-й квартал;10;0;9;9000
729;apartments;улица Борисовка 1-й квартал;39;19;22;3000
730;apartments;улица Борисовка 1-й квартал;35;4;13;9000
731;apartments;улица Борисовка 1-й квартал;34;16;18;2000
732;apartments;улица Борисовка 1-й квартал;50;13;30;17000
733;apartments;улица Борисовка 1-й квартал;38;29;9;-20000
734;apartments;улица Борисовка 1-й квартал;7;14;24;10000
735;apartments;улица Борисовка 1-й квартал;42;6;32;26000
736;apartments;улица Борисовка 1-й квартал;9;3;27;24000
737;yes;улица Борисовка 1-й квартал;6;23;27;4000
738;apartments;улица Борисовка 1-й квартал;43;9;28;19000
739;apartments;улица Борисовка 1-й квартал;2;29;13;-16000
740;yes;улица Борисовка 1-й квартал;4;20;22;2000
741;apartments;улица Борисовка 1-й квартал;1;18;37;19000
742;apartments;улица Борисовка 1-й квартал;40;0;22;22000
743;apartments;улица Борисовка 1-й квартал;47;22;24;2000
744;apartments;улица Борисовка 1-й квартал;12;2;17;15000
745;apartments;улица Борисовка 1-й квартал;41;30;28;-2000
746;apartments;улица Борисовка 1-й квартал;15;6;33;27000
747;apartments;улица Борисовка 1-й квартал;23;6;26;20000
748;apartments;улица Борисовка 1-й квартал;49;9;33;24000
